Taxonomy	SRX2199539	SRX2199670	SRX2199763	SRX2199673	SRX2199755	SRX2199636	SRX2199674	SRX2199676	SRX2199624	SRX2199553	SRX2199782	SRX2199750	SRX2199681	SRX2199775	SRX2199300	SRX2199629	SRX2199675	SRX2199552	SRX2199443	SRX2199663	ravg	SRX2199608	SRX2199470	SRX2234477	SRX2199475	SRX2234458	SRX2234572	SRX2234453	SRX2234456	SRX2234559	SRX2234523	SRX2199472	SRX2199601	SRX2199644	SRX2234520	SRX2234430	favg
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales	5.86E-05	1.22E-05	0	0	0	0	0	0	1.80E-05	4.08E-05	9.48E-06	2.52E-05	7.63E-06	9.11E-06	0	9.35E-06	0	3.48E-05	6.11E-05	2.02E-05	1.53E-05	0.0001092761681	4.21E-05	8.95E-05	0.0001031937077	0.0004237470954	9.50E-05	2.78E-05	5.36E-05	7.29E-05	3.85E-05	8.79E-05	0.0001419843448	0	4.26E-05	9.68E-06	8.92E-05
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Blattabacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Blattabacteriaceae;Blattabacterium	0.0001172763907	0	1.32E-05	1.14E-05	4.19E-05	1.91E-05	9.33E-06	1.00E-05	3.60E-05	9.70E-05	3.79E-05	5.03E-05	2.29E-05	9.11E-06	0.0002600306041	6.54E-05	2.15E-05	1.74E-05	0.0001527659342	2.02E-05	5.06E-05	8.41E-05	0.0007298375363	0.0002620805385	0.0001031937077	7.70E-05	0.0001628920285	0	3.90E-05	0.0004808375316	3.47E-05	2.59E-05	5.01E-05	0.0001138942597	1.70E-05	5.32E-05	0.0001489173169
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Candidatus Sulcia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Candidatus Sulcia;Candidatus Sulcia muelleri	5.86E-05	1.22E-05	0	1.14E-05	4.19E-05	0	9.33E-06	0	7.21E-05	3.06E-05	1.90E-05	0	7.63E-06	3.64E-05	0.0001682550968	0	0	5.80E-06	0.0001222127473	2.02E-05	3.08E-05	0.0002353640544	2.81E-05	6.39E-05	8.60E-05	7.70E-05	0.0002171893713	0.0001110110162	6.83E-05	0	3.85E-06	0.0001603514573	9.19E-05	1.42E-05	0.0001276977316	3.39E-05	8.79E-05
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae;Fluviicola	7.33E-05	0	1.32E-05	1.14E-05	0	2.86E-05	0	0	1.80E-05	5.11E-06	0	0	0	9.11E-06	1.53E-05	5.61E-05	1.08E-05	0	4.58E-05	2.02E-05	1.53E-05	0.0001344937454	0.0003181343107	7.67E-05	0.0003267800743	8.99E-05	0.002932056513	0	0	0.0004954083658	0	5.17E-06	5.85E-05	7.12E-05	7.24E-05	1.45E-05	0.0003063443365
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia	0.0001954606512	0	0	0	0	0	0	0	0.0001080821294	0	2.84E-05	2.52E-05	7.63E-06	0	0.0005965407976	5.61E-05	0	0	7.64E-05	2.02E-05	5.57E-05	0.0001344937454	7.49E-05	0.0007414961577	3.44E-05	0.002555323394	0.0007737371354	2.78E-05	5.36E-05	0.001063670903	1.54E-05	2.59E-05	0.0001336323245	0	0.0001319543227	4.84E-06	0.0003847374327
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae	0.0004837651116	1.22E-05	0	6.85E-05	0.0001675367233	0.000171462521	0	2.00E-05	0.0005133901149	0.0001786831602	0.0001422110442	2.52E-05	2.29E-05	1.82E-05	0.001254265267	0.0001869825725	0.0003769913762	4.64E-05	0.000549957363	0.0001417064862	0.0002190179026	0.0009582679357	0.0005848057182	0.005465338059	0.002373455276	0.009322436099	0.003339286584	0.0003607858026	0.0001413862178	0.001267662583	0.000235098657	0.0005431259037	0.003040135383	0.0005125241687	0.003839445131	0.002211432496	0.002279679068
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Algibacter	8.31E-05	1.22E-05	0	0	1.05E-05	9.53E-06	0	1.00E-05	0.0001080821294	2.04E-05	9.48E-06	0	0	0	0	0.004188409623	4.31E-05	0	0	8.10E-05	0.0002287857726	0.0001092761681	0.0001216395894	0.0004282779532	0	0.0005778369483	0.0004072300713	0	0	0.0001894208458	2.70E-05	2.59E-05	2.51E-05	5.69E-05	6.81E-05	4.84E-05	0.0001390014736
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aquimarina	0.000298077493	0	1.32E-05	0	1.05E-05	1.91E-05	0	0	0.0002431847913	4.08E-05	6.64E-05	2.52E-05	3.05E-05	1.82E-05	0.0009024591553	9.35E-05	0.0001184830039	0	0.0003513616486	0.0001821940537	0.0001206550172	0.0008742093449	0.0002479576245	5.11E-05	0.0004299737819	0.001245559644	0.001561048607	0.0003330330485	4.88E-06	0.001296804252	5.01E-05	5.69E-05	0.000709921724	0.0001993149545	0.0001660070511	0.0001209755195	0.0004898547001
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Arenibacter	0.001236288619	7.30E-05	0	0	2.09E-05	9.53E-06	0	3.01E-05	2.70E-05	1.02E-05	2.84E-05	0	0	9.11E-06	3.06E-05	7.48E-05	0.0001507965505	1.16E-05	0.0001680425276	0.0001214627024	0.0001000954706	0.0001513054635	0.0001403533724	0.0001981584559	0.0002923821717	0.001399649497	0.0006787167855	0.0001110110162	0	0.00010199584	0	0.0002069051062	5.85E-05	0.0002847356493	5.11E-05	0.0003000192883	0.0002649850587
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aureitalea	4.40E-05	0	0	0	0	0	0	0	9.01E-06	0	0	0	7.63E-06	0	1.53E-05	0.0001028404149	1.08E-05	0	1.53E-05	0	1.02E-05	0	2.34E-05	7.03E-05	1.72E-05	5.14E-05	0.0002714867142	0	4.88E-06	1.46E-05	3.85E-06	0	0	1.42E-05	4.26E-06	9.68E-06	3.23E-05
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga	0.002013244707	2.43E-05	0	0.0001713647258	8.38E-05	0.0002000396078	2.80E-05	7.02E-05	0.002089587836	0.000204209326	0.0001896147256	0.0001258614271	0.0005037064014	0.006546969727	0.002156724422	0.0005889951033	0.0002369660079	0.0001101114792	0.0009471487919	0.0002429254049	0.0008266860686	0.004261770556	0.003139237095	0.006820486209	0.002407853179	0.05346917895	0.005918410369	0.002025951045	0.0006923049283	0.001559079269	8.86E-05	0.0009052098395	0.001553475773	0.001267073639	0.007176612518	0.008777983694	0.006670884721
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga	0.0002296662651	2.43E-05	0	2.28E-05	7.33E-05	1.91E-05	0	0	0.000225171103	3.06E-05	9.48E-06	2.52E-05	7.63E-06	9.11E-06	0.000275326522	9.35E-05	0.0002261948257	1.16E-05	0.0005346807696	8.10E-05	9.49E-05	0.00100870309	0.0004023463341	0.0003387870376	0.0007223559536	0.002439756004	0.0004751017498	5.55E-05	0.0005509187106	0.002564466835	5.40E-05	0.0002275956168	0.0002171525274	0.0004271034739	0.0002553954633	0.001713013356	0.0007634772486
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	0.001446408819	0.0001095385967	0.0001056655211	0.0001827890409	0.0001884788137	0.0002571937815	2.80E-05	3.01E-05	0.001963492018	0.0001582622276	0.0002464991433	0.0006293071354	0.000175534049	0.0001365849039	0.003365101935	0.0004581073026	0.0004200761049	6.95E-05	0.001970680551	0.0008299951334	0.00063856529	0.004026406502	0.001829272286	0.2399634979	0.003250601791	0.03799598955	0.005511180298	0.0005273023268	0.0002047662464	0.00584290455	0.0001387467484	0.0007241678716	0.003574664681	0.004883216385	0.008862222576	0.005003547486	0.02148923248
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Dokdonia	0.0002052336837	0	0	4.57E-05	3.14E-05	0	1.87E-05	0	0.0002792121677	1.53E-05	9.48E-06	5.03E-05	1.53E-05	9.11E-06	0.0001223673431	8.41E-05	2.15E-05	3.48E-05	4.58E-05	2.02E-05	5.04E-05	0.001042326527	0.0003695972139	0.0003451792458	0.0006535601485	0.002773617352	0.000651568114	0.0001665165243	1.95E-05	0.0003497000229	0	6.21E-05	0.0003173767707	0.0001708413896	0.0001276977316	0.0008371505949	0.0005257803143
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Elizabethkingia	0.0004837651116	0	1.32E-05	9.14E-05	3.14E-05	8.57E-05	9.33E-06	1.00E-05	0.001432088215	0.0001531569945	0.0001801339893	0.0001258614271	3.82E-05	0.0009469886671	0.00209554075	0.0001589351866	0.000183110097	2.90E-05	0.001848467804	0.0002834129724	0.000409984674	0.002160305785	0.001721668034	0.003323948293	0.001255523443	0.006458933	0.004140172391	0.0005550550809	9.75E-06	0.002025345966	6.55E-05	0.0006207153185	0.001611939915	0.001409441464	0.001162049358	0.001408155047	0.001861901544
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Euzebyella	0.0002198932326	0	0	1.14E-05	0	0	9.33E-06	0	0.0001441095059	5.11E-06	0	2.52E-05	7.63E-06	0	0	2.80E-05	0	0	0.0001374893408	0	2.94E-05	0.0003446402225	2.81E-05	0.0004218857449	1.72E-05	0.001938963982	0.0001493176928	8.33E-05	0	4.37E-05	3.85E-06	0	5.85E-05	4.27E-05	7.24E-05	0.001262984423	0.0002978282047
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flagellimonas	4.40E-05	0	0	0	1.05E-05	0	0	0	0.0001351026618	1.53E-05	9.48E-06	0	0	0	0.0003823979472	9.35E-06	4.31E-05	0	0.0001069361539	2.02E-05	3.88E-05	0.0005715984178	0.0001777809383	0.0003707480789	6.88E-05	0.004173266849	0.0002850610499	0	4.88E-06	0.0002331333486	5.01E-05	0.000150006202	6.68E-05	2.85E-05	7.24E-05	2.90E-05	0.0004188036646
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavivirga	0.0001026168419	0	0	0	1.05E-05	0	0	0	9.01E-06	0	0	0	0	0.0002367471668	3.06E-05	3.74E-05	5.39E-05	0	0.0001680425276	0	3.24E-05	0.0004455105315	7.95E-05	0.0001086675404	0.000309581123	0.001335445392	0.0008144601426	5.55E-05	2.44E-05	0.0003497000229	0	3.10E-05	2.51E-05	0.0001566046071	8.51E-06	4.84E-05	0.000252825373
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae bacterium	6.84E-05	1.22E-05	0	0	0	0	0	0	8.11E-05	1.02E-05	0	2.52E-05	0	0	1.53E-05	1.87E-05	0	5.80E-06	3.06E-05	0	1.34E-05	0.001050732386	3.27E-05	1.28E-05	0.0009631412715	0.002003168087	0.000420804407	5.55E-05	0	0.0003934125258	2.31E-05	2.07E-05	3.34E-05	9.97E-05	8.51E-06	4.84E-06	0.0003415020301
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae bacterium 3519-10	4.89E-06	0	0	0	0	9.53E-06	0	0	0.0001080821294	1.02E-05	0	0	0	0	3.06E-05	1.87E-05	2.15E-05	0	0.0001222127473	4.05E-05	1.83E-05	8.41E-05	0.0004304170086	0.0001661974147	0.0001031937077	3.85E-05	0.0004615274141	0	9.75E-06	0.0004808375316	0	2.59E-05	0	8.54E-05	3.83E-05	4.84E-05	0.0001314992176
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae bacterium MAR_2010_188	4.89E-06	0	0	0	0	0	0	0	5.40E-05	2.04E-05	9.48E-06	0	0	0	3.06E-05	3.74E-05	0	0	3.06E-05	0	9.37E-06	0.0001092761681	6.55E-05	6.39E-05	5.16E-05	0.0001412490318	0.0007058654569	0	4.88E-06	0.0001457083429	3.85E-06	8.28E-05	0	0.0002562620844	5.53E-05	3.87E-05	0.0001149945078
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae bacterium UJ101	0.0001026168419	0	0	0	3.14E-05	0	0	0	0.0001441095059	1.53E-05	9.48E-06	0	4.58E-05	0	6.12E-05	3.74E-05	0	0	0.0001222127473	0	2.85E-05	0.0001092761681	4.68E-06	0.0002429039137	1.72E-05	0.002285666151	0.0002714867142	0	2.93E-05	0.0002768458515	0	2.07E-05	8.35E-06	1.42E-05	4.26E-05	0.0003338924338	0.0002438030783
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium	0.002707130019	0.0001582224174	7.92E-05	8.00E-05	0.0002094209041	0.000295296564	8.39E-05	3.01E-05	0.002963251716	0.0002093145591	0.0003223450336	0.0002517228541	8.40E-05	0.00138406036	0.00484880597	0.0008881672193	0.0003985337405	0.0001274975022	0.00366638242	0.000546582161	0.0009666950791	0.006464105637	0.00276028299	0.007421353785	0.005262879091	0.03479862511	0.01312638263	0.001193368424	0.001014080458	0.008130525534	0.0004123861689	0.0009517634884	0.003775113168	0.003587669181	0.004635427658	0.01457029157	0.007206950326
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Formosa	0.0003371696232	0	0	0	2.09E-05	3.81E-05	9.33E-06	0	0.0002702053236	2.55E-05	0.0001232495717	7.55E-05	1.53E-05	0.0005190226349	0.0008565714017	8.41E-05	8.62E-05	5.80E-06	0.0003360850552	6.07E-05	0.0001431909413	0.000781744895	0.000495915249	0.0009844000714	0.000498769587	0.00251680093	0.001208115878	0.0001110110162	0	0.0003788416915	8.86E-05	0.0001396609467	0.000325728791	0.001324020769	0.0002766784185	0.002617910242	0.0007832161494
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gillisia	3.91E-05	0	0	1.14E-05	1.05E-05	1.91E-05	0	0	2.70E-05	0	1.90E-05	0	7.63E-06	9.11E-06	3.06E-05	4.67E-05	7.54E-05	0	0	6.07E-05	1.78E-05	0.0004118870952	0.0003368480937	0.0001022753321	0.0002063874153	0.0006035185904	0.0002579123785	0.0001110110162	0	8.74E-05	0	2.07E-05	0	2.85E-05	1.28E-05	0	0.0001452799184
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gilvibacter	1.47E-05	0	0	1.14E-05	1.05E-05	0	0	0	9.01E-05	5.11E-06	9.48E-06	0	1.53E-05	0	0	0	0	0	4.58E-05	0	1.01E-05	0.000395075377	4.21E-05	0.0001086675404	1.72E-05	0.0001284082107	0.0003393583927	0	0	0	3.85E-06	5.17E-06	0	0.0002277885194	3.83E-05	2.90E-05	8.90E-05
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gramella	0.0009968493209	7.30E-05	0	2.28E-05	5.24E-05	0	9.33E-06	3.01E-05	0.0005043832708	4.08E-05	8.53E-05	7.55E-05	5.34E-05	7.28E-05	0.0008259795659	0.0003833142736	0.0002585083722	1.74E-05	0.0006416169235	0.0006882886472	0.0002415953143	0.001975376885	0.0005005936948	0.001112244237	0.0003783769281	0.02717117739	0.002022576021	5.55E-05	3.41E-05	0.00173392928	0	0.0005224353931	0.001561827793	0.0007545494706	0.0003362706933	0.0008419896157	0.002600065374
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Kordia	0.0001514820046	0	0	0	2.09E-05	9.53E-06	9.33E-06	0	0.0001711300383	5.62E-05	1.90E-05	0	2.29E-05	0.0003733320707	0.0003976938651	7.48E-05	7.54E-05	0	0.0001985957144	0	7.90E-05	0.0002185523362	0.0001356749266	0.0003387870376	3.44E-05	0.0004494287376	0.0001357433571	8.33E-05	0.0002681462751	0.0002039916801	0	0.0001965598509	0.0001920964665	9.97E-05	0.0001276977316	0.0002758241844	0.0001839877484
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Lacinutrix	0.0001905741349	0	5.28E-05	0	2.09E-05	0	0	0	0.0001351026618	0	1.90E-05	0	7.63E-06	0	0.0005965407976	5.61E-05	6.46E-05	0	0.0002291489013	2.02E-05	6.96E-05	0.0005379749815	7.49E-05	0.0001470207899	6.88E-05	0.003325772658	0.0002036150356	8.33E-05	1.46E-05	0.000553691703	1.16E-05	4.14E-05	9.19E-05	0.0003843931265	0.0001106713674	8.23E-05	0.0003821169232
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Lutibacter	0.0003029640093	3.65E-05	0	0	2.09E-05	1.91E-05	0	0	4.50E-05	5.11E-06	0	0	9.16E-05	6.37E-05	4.59E-05	9.35E-06	2.15E-05	5.80E-06	3.06E-05	0.0001214627024	4.10E-05	0.0004286988134	6.08E-05	7.67E-05	0.0002579842692	0.002914866384	0.0001764663642	0.0001665165243	4.88E-06	0.00122395008	3.85E-06	2.07E-05	2.51E-05	2.85E-05	0.0001404675048	4.84E-05	0.0003718544027
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Maribacter	0.0001905741349	1.22E-05	2.64E-05	4.57E-05	7.33E-05	2.86E-05	0	3.01E-05	0.0004773627384	2.55E-05	5.69E-05	2.52E-05	2.29E-05	3.64E-05	0.0007647958943	3.74E-05	7.54E-05	0	0.0004582978025	8.10E-05	0.0001233965916	0.001151602695	0.0001871378298	0.0007542805742	0.000498769587	0.00395497289	0.002864184835	8.33E-05	4.39E-05	0.0006265458745	3.85E-06	0.0001965598509	0.0004092489939	0.001309783987	0.0004639684249	0.001766242585	0.0009542859297
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Mariniflexile	5.86E-05	1.22E-05	0	0	0	0	0	0	0.0004143148296	2.55E-05	1.90E-05	0	0	0	3.06E-05	4.67E-05	0	0	1.53E-05	0	3.11E-05	0.0001597113226	0.0001309964809	0.0006136519926	3.44E-05	0.002285666151	0.001493176928	5.55E-05	1.46E-05	5.83E-05	0	5.17E-06	0.0004760651561	5.69E-05	7.24E-05	0.002395315286	0.0005234585354
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Muricauda	0.0001808011023	0	0	5.71E-05	5.24E-05	0	0	2.00E-05	0.0001981505707	1.02E-05	0	0	0	1.82E-05	0.0005659489618	0.0001308878007	3.23E-05	0	4.58E-05	2.02E-05	6.66E-05	0.001160008554	0.0002292438415	0.0002365117055	0.0003439790255	0.002067372193	0.001642494621	8.33E-05	4.88E-06	0.0005391208687	2.70E-05	2.07E-05	0.0002255045476	0.0003701563441	0.0001660070511	0.001432350151	0.0005699034397
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Myroides	0.0002345527814	2.43E-05	6.60E-05	1.14E-05	5.24E-05	3.81E-05	3.73E-05	0	0.0005764380237	1.02E-05	6.64E-05	0.0001006891417	7.63E-06	0.0003642264104	0.001131897924	7.48E-05	0.0001184830039	1.16E-05	0.0004124680223	8.10E-05	0.0001709943803	0.0004455105315	0.0001824593841	0.007235979746	0.0006879580511	0.007370631296	0.0005565477641	0.0004717968188	0.0005899218051	0.0009325333945	6.17E-05	0.0003776018188	0.0009604823325	0.0001138942597	0.0005916661566	0.001567842733	0.001476432754
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Nonlabens	0.0005130842093	0	0	0	2.09E-05	1.91E-05	3.73E-05	1.00E-05	0.0003332532325	4.08E-05	0	5.03E-05	1.53E-05	1.82E-05	0.0001682550968	5.61E-05	5.39E-05	1.16E-05	0.0002749786815	0.0001012189187	8.62E-05	0.001269284722	0.0004865583575	0.001022753321	0.00080835071	0.01366263362	0.001180967207	5.55E-05	9.75E-06	0.001559079269	6.17E-05	0.0001448335743	0.0002171525274	0.0004840506038	0.0002255993259	0.0002032388727	0.001426094908
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Olleya	6.84E-05	1.22E-05	0	1.14E-05	1.05E-05	9.53E-06	0	1.00E-05	2.70E-05	5.11E-06	0	0	0	0	0.000137663261	4.67E-05	2.15E-05	0	7.64E-05	6.07E-05	2.49E-05	0.0008489917676	7.49E-05	4.47E-05	0	0.0001284082107	0.000325784057	0.0001110110162	6.34E-05	0.0010199584	3.85E-06	3.10E-05	0.0001586883854	7.12E-05	4.68E-05	0.0008807017819	0.0002539613662
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Ornithobacterium	0.001290040298	7.30E-05	1.32E-05	0.0004683969173	0.0001361235877	0.0001333597386	9.33E-06	2.00E-05	0.001549177189	0.003389874812	2.84E-05	0.001686543123	2.29E-05	0.0009287773466	0.000137663261	3.74E-05	2.15E-05	8.69E-05	0.007928551984	0.0002226816212	0.0009092001659	0.02356162302	0.005572028883	0.003362301543	0.06523562219	0.002735094889	0.1773758447	0.0001665165243	0.2010317001	0.00010199584	4.62E-05	0.001448335743	0.003382568214	0.0007830230355	0.0160856576	0.0003822826416	0.03341805626
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Polaribacter	0.001167877391	0	5.28E-05	3.43E-05	0.0001465946329	5.72E-05	2.80E-05	0	0.0006484927767	6.64E-05	6.64E-05	7.55E-05	6.11E-05	6.37E-05	0.001483704035	0.0001869825725	0.0002692795544	5.80E-05	0.0004735743959	0.0003441443236	0.0002641941752	0.008195712608	0.0007438728735	0.001176166319	0.002751832204	0.01146685322	0.003678644977	0.0001110110162	6.34E-05	0.003715562744	0.0003430127947	0.0002896671487	0.0006347535415	0.002277885194	0.0005788963834	0.002743724782	0.002584731722
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Psychroflexus	9.77E-05	0	0	0	1.05E-05	0	0	0	0.0001351026618	5.11E-06	0	0	0	0	4.59E-05	9.35E-06	5.39E-05	0	3.06E-05	0.0002024378374	2.95E-05	1.68E-05	5.61E-05	0.0001406285816	0	8.99E-05	2.71E-05	0	2.44E-05	0.00112195424	1.54E-05	2.07E-05	8.35E-06	9.97E-05	4.26E-05	9.68E-05	0.0001173606588
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Riemerella	0.0001905741349	2.43E-05	1.32E-05	2.28E-05	0	0	9.33E-06	1.00E-05	0.0002161642589	7.15E-05	0	2.52E-05	1.53E-05	9.11E-06	0.0001835510146	1.87E-05	3.23E-05	5.80E-06	0.000183319121	0.0004048756748	7.18E-05	0.0003194226452	9.82E-05	0.009300663013	0.001496308761	0.0002182939582	0.0006651424498	2.78E-05	0.002125668653	0.0001894208458	5.40E-05	6.72E-05	0.001135874758	0.0009111540777	0.0003362706933	0.001311374631	0.001217119722
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Robiginitalea	9.77E-06	0	0	2.28E-05	0	0	0	0	0.0001080821294	2.04E-05	9.48E-06	0	7.63E-06	0	0	0.0001028404149	0	0	0	0	1.41E-05	8.41E-06	0.0003929894426	8.31E-05	1.72E-05	0.003646793185	0.000420804407	0	4.88E-06	0.0008159667202	7.71E-06	1.55E-05	0	5.69E-05	4.68E-05	4.84E-06	0.0003681311565
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Salegentibacter	0.0003616022046	0	0	2.28E-05	0	0	0	0	0.0002341779471	3.06E-05	8.53E-05	0	0	0	3.06E-05	9.35E-05	0	5.80E-06	6.11E-05	0.0001012189187	5.13E-05	0.0006052218542	0.0001029258064	0.001048322154	0.001410314005	0.002105894656	0.001438879585	0.0001665165243	1.46E-05	0.0002914166858	0	7.24E-05	0	0.0004555770389	0.0001702636422	0.0006242336806	0.0005671072386
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Sediminicola	0.0001123898744	0	0	0	1.05E-05	9.53E-06	0	0	9.01E-06	0	3.79E-05	2.52E-05	0	1.82E-05	4.59E-05	1.87E-05	4.31E-05	1.16E-05	3.06E-05	0	1.86E-05	9.25E-05	3.74E-05	7.67E-05	1.72E-05	3.85E-05	0.0003800813999	0	0	0.0001165666743	3.85E-06	9.83E-05	8.35E-06	8.54E-05	6.81E-05	0	6.82E-05
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Siansivirga	6.35E-05	0	0	0	3.14E-05	0	0	0	9.01E-05	5.11E-06	1.90E-05	0	0	9.11E-06	1.53E-05	2.80E-05	0	1.16E-05	1.53E-05	6.07E-05	1.75E-05	9.25E-05	0.0001964947213	0.0001278441651	5.16E-05	0.0001027265686	0.0003122097213	0	9.75E-06	0.0002331333486	0	0	8.35E-06	0	2.98E-05	2.90E-05	7.96E-05
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Tamlana	0.0001270494233	1.22E-05	0	1.14E-05	0	1.91E-05	0	0	0.0001170889736	1.02E-05	0	0	0	0.0002003245257	1.53E-05	2.80E-05	6.46E-05	1.74E-05	4.58E-05	4.05E-05	3.54E-05	0.0001681171817	6.08E-05	8.95E-05	0.0005847643434	0.002568164215	0.0005836964355	0	4.88E-06	0.0002331333486	0	5.17E-06	1.67E-05	0.0001993149545	2.13E-05	9.68E-05	0.0003088211076
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum	0.001065260549	2.43E-05	3.96E-05	0	8.38E-05	5.72E-05	1.87E-05	0	7.21E-05	3.06E-05	1.90E-05	2.52E-05	1.53E-05	3.64E-05	0.0003823979472	0.0001682843152	0.0001184830039	5.80E-06	0.0001527659342	4.05E-05	0.0001177760211	0.0005968159951	0.0005660919352	0.0006903584917	0.00080835071	0.01302059257	0.001981853014	2.78E-05	4.88E-06	0.00132594592	0.0001310385957	0.0001810419679	5.85E-05	0.0004698138213	0.0002809350096	0.0001500096442	0.00135292933
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Weeksella	1.47E-05	0	0	0	1.05E-05	9.53E-06	0	0	9.01E-05	0	9.48E-06	0	0	0	1.53E-05	2.80E-05	2.15E-05	5.22E-05	0	0	1.26E-05	8.41E-06	0.0001169611436	3.20E-05	0	0.0004109062743	0.0002036150356	0	4.88E-06	0.0004371250287	0.0004085320925	6.72E-05	1.67E-05	1.42E-05	8.51E-06	1.45E-05	0.0001162398059
